"UG_PGT","Current_Degree_1","Current_Degree_2","Degree_Prog_1","Degree_Prog_2","Year_level","Tech_Familiarity","GenAI_Familiarity","GenAI_What_Ways","Familiarity_1","Familiarity_2","Familiarity_3","Familiarity_4","Familiarity_5","Familiarity_6","Familiarity_7","Familiarity_8","Benefit_Challenge_1","Benefit_Challenge_2","Benefit_Challenge_3","Benefit_Challenge_4","Benefit_Challenge_5","Benefit_Challenge_6","Benefit_Challenge_7","Benefit_Challenge_8","Benefit_Challenge_9","Future_1","Future_2","Future_3","Future_4","Future_5","Future_6"
"UG","Others",NA,"Artificial Intelligence and Computer Science (BSc Hons)",NA,2,"Extremely familiar","Extremely familiar","Asking technical questions,Carrying on a conversation out of curiosity,Asking general knowledge questions / advice,Solving homework,Checking solutions,Asking quick questions when stuck on a problem,Explaining concepts,Writing essays,Other (Please Specify)","Strongly agree","Somewhat disagree","Strongly agree","Strongly agree","Somewhat disagree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Strongly disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Strongly agree"
"UG","UTMMATHEMA1F",NA,NA,NA,2,"Moderately familiar","Slightly familiar","Have not used","Somewhat disagree","Somewhat agree","Somewhat disagree","Strongly disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Strongly agree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Strongly disagree","Somewhat agree","Strongly disagree","Neither agree nor disagree"
"UG","Others",NA,"Computer Science and Artificial Intelligence",NA,1,"Very familiar","Very familiar","Asking technical questions,Solving homework,Asking quick questions when stuck on a problem,Explaining concepts","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Somewhat agree","Neither agree nor disagree","Strongly disagree","Somewhat disagree","Somewhat disagree","Strongly agree"
"UG","UTMATHB",NA,NA,NA,4,"Very familiar","Very familiar","Asking technical questions,Carrying on a conversation out of curiosity,Solving homework,Explaining concepts,Writing essays","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Strongly disagree","Somewhat disagree","Somewhat disagree","Strongly disagree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Strongly disagree","Somewhat disagree"
"UG","UTMATHB",NA,NA,NA,1,"Moderately familiar","Slightly familiar","Carrying on a conversation out of curiosity,Asking general knowledge questions / advice","Neither agree nor disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Strongly disagree","Somewhat disagree","Strongly agree","Strongly agree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Strongly agree","Somewhat agree","Somewhat disagree","Strongly agree","Strongly agree"
"PGT",NA,"PTMSCCOMAM1F",NA,NA,NA,"Extremely familiar","Slightly familiar","Asking technical questions,Solving homework,Asking quick questions when stuck on a problem,Explaining concepts","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Strongly disagree","Somewhat agree","Strongly agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Somewhat agree"
"UG","UTMATPH",NA,NA,NA,4,"Very familiar","Moderately familiar","Carrying on a conversation out of curiosity,Asking general knowledge questions / advice","Neither agree nor disagree","Strongly agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree"
"PGT",NA,"PTMSCCOMAF1F",NA,NA,NA,"Moderately familiar","Slightly familiar","Asking general knowledge questions / advice","Somewhat agree","Neither agree nor disagree","Somewhat agree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree"
"UG","Others",NA,"Chemistry",NA,1,"Extremely familiar","Moderately familiar","Asking technical questions,Carrying on a conversation out of curiosity,Asking general knowledge questions / advice,Solving homework,Checking solutions,Asking quick questions when stuck on a problem,Explaining concepts","Strongly disagree","Strongly agree","Neither agree nor disagree","Strongly disagree","Somewhat disagree","Strongly agree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Strongly disagree","Strongly disagree","Somewhat disagree","Strongly agree","Strongly agree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Strongly disagree","Neither agree nor disagree","Somewhat disagree","Strongly disagree"
"PGT",NA,"PTMSCSTADS1F",NA,NA,NA,"Very familiar","Moderately familiar","Asking technical questions,Asking general knowledge questions / advice,Asking quick questions when stuck on a problem,Explaining concepts","Strongly agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Strongly agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Strongly agree","Somewhat disagree","Strongly agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Strongly agree"
"UG","Others",NA,"Electrical and Electronics Engineering",NA,1,"Extremely familiar","Very familiar","Asking technical questions,Asking general knowledge questions / advice,Solving homework,Asking quick questions when stuck on a problem,Explaining concepts,Other (Please Specify)","Somewhat agree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Strongly agree","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree"
"UG","UTMATHB",NA,NA,NA,1,"Moderately familiar","Slightly familiar","Asking technical questions,Asking quick questions when stuck on a problem,Explaining concepts","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Strongly agree","Somewhat agree","Neither agree nor disagree","Strongly agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly agree"
"PGT",NA,"PTMSCOPRDS1F",NA,NA,NA,"Very familiar","Slightly familiar","Other (Please Specify)","Strongly disagree","Strongly agree","Neither agree nor disagree","Strongly disagree","Somewhat agree","Strongly agree","Somewhat disagree","Strongly disagree","Neither agree nor disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Somewhat disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Somewhat disagree"
"UG","Others",NA,"Computer science and mathematics",NA,3,"Moderately familiar","Moderately familiar","Carrying on a conversation out of curiosity,Asking general knowledge questions / advice,Asking quick questions when stuck on a problem,Writing essays","Strongly agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly disagree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Strongly disagree","Neither agree nor disagree","Strongly agree","Somewhat disagree","Strongly agree","Neither agree nor disagree","Strongly disagree","Strongly agree","Strongly agree"
"UG","Others",NA,"Computer Science and Mathematics (BSc Hons)",NA,4,"Very familiar","Moderately familiar","Asking technical questions,Carrying on a conversation out of curiosity,Explaining concepts","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Strongly disagree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Strongly agree","Neither agree nor disagree","Somewhat disagree","Strongly disagree","Somewhat agree","Strongly agree","Strongly disagree","Somewhat disagree","Somewhat agree"
"UG","UTMATHB",NA,NA,NA,2,"Moderately familiar","Slightly familiar","Asking technical questions,Solving homework,Checking solutions,Asking quick questions when stuck on a problem,Explaining concepts","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Strongly agree"
"UG","UTBSCMATBI1F",NA,NA,NA,4,"Very familiar","Slightly familiar","Have not used","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree"
"UG","Others",NA,"Mathematics and Philosophy",NA,2,"Very familiar","Slightly familiar","Asking technical questions,Carrying on a conversation out of curiosity,Asking general knowledge questions / advice,Asking quick questions when stuck on a problem","Somewhat disagree","Strongly agree","Neither agree nor disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree"
"UG","UTMMATHEMA1F",NA,NA,NA,4,"Very familiar","Slightly familiar","Asking technical questions,Carrying on a conversation out of curiosity,Other (Please Specify)","Somewhat disagree","Strongly agree","Neither agree nor disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly agree"
"UG","Others",NA,"Electronics and Computer Science (MEng Hons) (UTELECS)",NA,1,"Very familiar","Moderately familiar","Asking technical questions,Checking solutions,Explaining concepts","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Strongly agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree"
